order_id,order_date,customer_id,product_id,category,subcategory,region,city,sales,quantity,discount,profit,sales_channel,payment_method
708,2024-01-22,4883,111,Furniture,Table,West,Pune,2795,5,0.0,559.0,Online,UPI
709,2023-06-22,2756,407,Clothing,Kids,West,Mumbai,921,1,0.2,0.0,Offline,Credit Card
710,2023-05-01,2782,495,Furniture,Storage,North,Chandigarh,1571,1,0.2,0.0,Offline,Cash
711,2023-09-30,2564,166,Furniture,Chair,North,Delhi,4884,3,0.15,244.2,Offline,Credit Card
712,2023-07-04,1117,248,Furniture,Table,South,Hyderabad,6888,4,0.05,1033.2,Offline,Credit Card
713,2024-12-01,2920,168,Clothing,Kids,West,Mumbai,1100,4,0.0,220.0,Offline,Cash
714,2024-03-09,1390,385,Grocery,Daily Essentials,South,Chennai,3120,5,0.0,624.0,Online,UPI
715,2024-09-12,1021,229,Grocery,Beverages,East,Kolkata,7765,5,0.0,1553.0,Offline,Debit Card
716,2024-07-26,2066,186,Clothing,Men,West,Ahmedabad,1288,1,0.05,193.2,Offline,Debit Card
717,2024-12-28,2066,159,Electronics,Laptop,West,Mumbai,4930,5,0.05,739.5,Offline,UPI
718,2024-01-05,3510,489,Clothing,Kids,South,Hyderabad,2716,4,0.1,271.6,Offline,Net Banking
719,2024-05-18,1217,196,Furniture,Table,East,Bhubaneswar,2476,2,0.15,123.8,Online,UPI
720,2023-09-24,2787,159,Electronics,Laptop,South,Bangalore,3090,2,0.15,154.5,Offline,UPI
721,2024-05-19,1506,278,Grocery,Beverages,West,Pune,1832,1,0.05,274.8,Online,Credit Card
722,2024-06-04,1869,398,Furniture,Storage,East,Kolkata,3759,3,0.2,0.0,Online,Net Banking
723,2024-05-25,1106,245,Electronics,Mobile,South,Hyderabad,1917,1,0.1,191.7,Online,Cash
724,2023-06-07,4402,462,Electronics,Laptop,East,Patna,266,1,0.15,13.3,Offline,Cash
725,2023-02-14,4880,474,Electronics,Laptop,East,Patna,5135,5,0.1,513.5,Online,Credit Card
726,2023-02-26,2562,147,Clothing,Women,North,Lucknow,1220,1,0.2,0.0,Offline,Debit Card
727,2023-01-22,4192,306,Grocery,Snacks,South,Bangalore,866,2,0.15,43.3,Offline,Credit Card
728,2023-11-14,3725,149,Grocery,Beverages,North,Chandigarh,1840,5,0.1,184.0,Offline,Net Banking
729,2024-05-02,2732,146,Grocery,Beverages,South,Hyderabad,3759,3,0.2,0.0,Offline,Debit Card
730,2023-02-11,3770,214,Grocery,Snacks,South,Hyderabad,3995,5,0.15,199.75,Online,Cash
731,2023-03-23,1523,450,Grocery,Beverages,North,Chandigarh,2860,4,0.05,429.0,Offline,Credit Card
732,2023-03-20,3091,317,Electronics,Accessories,West,Pune,1151,1,0.0,230.2,Offline,UPI
733,2023-09-18,1066,158,Clothing,Women,West,Ahmedabad,1335,5,0.2,0.0,Offline,Credit Card
734,2024-03-02,3965,332,Electronics,Mobile,South,Hyderabad,2226,3,0.2,0.0,Offline,Net Banking
735,2023-07-09,2062,444,Furniture,Chair,East,Bhubaneswar,1629,1,0.2,0.0,Online,Cash
736,2023-01-14,2884,454,Grocery,Snacks,North,Delhi,2886,2,0.15,144.3,Offline,Net Banking
737,2024-11-20,1358,164,Clothing,Kids,West,Pune,6988,4,0.1,698.8,Online,UPI
738,2023-07-12,3656,174,Electronics,Accessories,South,Bangalore,528,1,0.15,26.4,Online,Cash
739,2023-06-01,1477,185,Clothing,Women,South,Bangalore,3856,4,0.0,771.2,Online,Cash
740,2024-08-22,3332,300,Electronics,Laptop,West,Pune,1024,2,0.1,102.4,Online,Debit Card
741,2024-05-22,2191,118,Grocery,Beverages,North,Delhi,6600,5,0.2,0.0,Offline,Cash
742,2023-03-04,3360,261,Grocery,Snacks,West,Ahmedabad,690,5,0.15,34.5,Online,Debit Card
743,2024-09-29,1085,182,Electronics,Laptop,West,Pune,3054,3,0.15,152.7,Offline,Credit Card
744,2024-06-03,4775,408,Grocery,Snacks,West,Pune,2606,2,0.1,260.6,Offline,Credit Card
745,2024-11-20,4275,182,Grocery,Beverages,East,Patna,5190,3,0.15,259.5,Online,Debit Card
746,2023-06-27,3015,151,Grocery,Snacks,North,Lucknow,840,2,0.2,0.0,Offline,Cash
747,2023-02-18,2462,446,Furniture,Storage,East,Kolkata,834,1,0.1,83.4,Online,Credit Card
748,2023-04-27,3301,214,Clothing,Women,North,Delhi,2820,5,0.0,564.0,Offline,Debit Card
749,2023-10-01,3475,442,Electronics,Accessories,East,Bhubaneswar,3694,2,0.2,0.0,Online,UPI
750,2024-09-17,4373,387,Electronics,Mobile,West,Pune,8505,5,0.0,1701.0,Online,Net Banking
751,2024-01-06,3900,326,Electronics,Mobile,North,Delhi,3182,2,0.1,318.2,Offline,UPI
752,2023-05-22,2798,312,Clothing,Women,South,Chennai,1837,1,0.05,275.55,Online,Credit Card
753,2023-06-25,3929,486,Clothing,Kids,West,Pune,644,1,0.1,64.4,Offline,Debit Card
754,2023-05-22,4678,334,Grocery,Snacks,South,Bangalore,3784,4,0.15,189.2,Offline,UPI
755,2024-06-13,2289,305,Electronics,Accessories,West,Mumbai,273,1,0.1,27.3,Online,Cash
756,2024-10-18,1236,423,Electronics,Accessories,North,Chandigarh,3896,2,0.2,0.0,Offline,Cash
757,2023-11-18,4687,370,Clothing,Kids,West,Ahmedabad,348,3,0.1,34.8,Online,Cash
758,2024-10-01,3856,276,Furniture,Storage,West,Ahmedabad,7175,5,0.15,358.75,Offline,Credit Card
759,2023-12-09,3131,376,Electronics,Accessories,East,Kolkata,6340,4,0.05,951.0,Offline,Credit Card
760,2023-12-15,4646,376,Clothing,Kids,North,Lucknow,294,2,0.0,58.8,Offline,Credit Card
761,2023-04-24,2063,421,Grocery,Daily Essentials,East,Patna,1823,1,0.1,182.3,Offline,UPI
762,2023-11-02,2856,273,Electronics,Laptop,North,Lucknow,8045,5,0.0,1609.0,Online,Net Banking
763,2024-11-13,3925,293,Clothing,Women,South,Hyderabad,7385,5,0.05,1107.75,Online,UPI
764,2024-04-10,4393,310,Furniture,Table,East,Patna,400,1,0.15,20.0,Online,UPI
765,2023-08-08,3772,369,Furniture,Table,North,Chandigarh,1036,4,0.1,103.6,Offline,Net Banking
766,2024-03-09,3997,313,Grocery,Daily Essentials,West,Pune,6044,4,0.15,302.2,Online,Credit Card
767,2024-12-22,1483,455,Grocery,Snacks,South,Hyderabad,9335,5,0.2,0.0,Online,Cash
768,2024-01-14,1451,161,Furniture,Storage,West,Mumbai,1332,1,0.15,66.6,Offline,Net Banking
769,2024-01-16,2204,348,Furniture,Chair,East,Kolkata,2598,3,0.1,259.8,Online,Credit Card
770,2023-11-09,4355,478,Grocery,Snacks,South,Chennai,1623,3,0.05,243.45,Offline,UPI
771,2023-02-15,2268,389,Clothing,Men,North,Lucknow,4340,4,0.2,0.0,Offline,Debit Card
772,2024-05-31,3732,329,Furniture,Chair,West,Pune,6636,4,0.15,331.8,Online,Debit Card
773,2023-08-27,1187,443,Grocery,Beverages,North,Lucknow,3176,4,0.2,0.0,Offline,Debit Card
774,2024-10-07,3637,386,Electronics,Accessories,North,Delhi,3747,3,0.0,749.4,Online,Credit Card
775,2024-05-29,1736,109,Furniture,Table,North,Lucknow,346,1,0.2,0.0,Offline,Credit Card
776,2024-06-30,3412,123,Grocery,Snacks,South,Chennai,3780,5,0.15,189.0,Offline,UPI
777,2023-01-25,2053,146,Furniture,Table,East,Bhubaneswar,3745,5,0.15,187.25,Online,UPI
778,2023-09-19,4900,308,Furniture,Chair,South,Hyderabad,415,1,0.1,41.5,Online,UPI
779,2023-03-01,2310,172,Electronics,Accessories,East,Kolkata,2694,3,0.0,538.8,Offline,Debit Card
780,2023-07-27,3400,221,Electronics,Mobile,East,Bhubaneswar,3280,2,0.2,0.0,Offline,Net Banking
781,2023-11-22,1268,347,Clothing,Men,West,Mumbai,4928,4,0.15,246.4,Online,Cash
782,2024-08-23,3668,164,Clothing,Kids,South,Bangalore,604,1,0.2,0.0,Offline,Net Banking
783,2024-05-27,2529,376,Electronics,Accessories,West,Pune,3406,2,0.05,510.9,Online,Credit Card
784,2023-01-02,2184,434,Grocery,Snacks,West,Ahmedabad,7192,4,0.2,0.0,Online,UPI
785,2023-09-14,3396,361,Clothing,Kids,North,Chandigarh,3276,4,0.05,491.4,Offline,UPI
786,2023-04-02,4401,171,Electronics,Laptop,South,Chennai,6120,4,0.0,1224.0,Offline,Cash
787,2023-12-17,2118,225,Clothing,Kids,South,Chennai,4923,3,0.15,246.15,Offline,Debit Card
788,2024-12-09,3493,343,Clothing,Men,South,Hyderabad,2846,2,0.0,569.2,Online,UPI
789,2024-07-05,3206,115,Grocery,Beverages,South,Hyderabad,1712,1,0.0,342.4,Offline,UPI
790,2023-07-01,2517,198,Clothing,Women,East,Bhubaneswar,355,1,0.15,17.75,Offline,UPI
791,2024-11-27,4343,414,Electronics,Laptop,South,Chennai,1476,3,0.0,295.2,Offline,Credit Card
792,2023-10-15,1856,103,Clothing,Men,South,Hyderabad,7808,4,0.2,0.0,Online,Cash
793,2024-07-19,3753,449,Grocery,Snacks,North,Chandigarh,2902,2,0.2,0.0,Online,UPI
794,2023-09-23,4608,367,Electronics,Mobile,South,Chennai,9260,5,0.05,1389.0,Offline,Credit Card
795,2024-07-27,3625,444,Clothing,Kids,North,Lucknow,416,4,0.15,20.8,Online,Debit Card
796,2024-11-27,2480,364,Clothing,Men,West,Pune,5275,5,0.15,263.75,Online,Credit Card
797,2024-04-04,1797,271,Grocery,Daily Essentials,North,Chandigarh,330,3,0.15,16.5,Online,Net Banking
798,2024-03-09,1806,184,Furniture,Storage,North,Lucknow,1978,1,0.05,296.7,Offline,Debit Card
799,2024-05-06,3427,420,Electronics,Mobile,North,Lucknow,7016,4,0.0,1403.2,Offline,Debit Card
800,2023-12-15,3128,221,Grocery,Snacks,South,Bangalore,1782,1,0.1,178.2,Online,Net Banking
801,2023-05-08,2545,260,Grocery,Daily Essentials,West,Mumbai,224,1,0.0,44.8,Online,Credit Card
802,2024-09-17,3775,128,Electronics,Laptop,North,Chandigarh,936,4,0.0,187.2,Online,Debit Card
803,2024-02-25,4225,437,Electronics,Accessories,West,Pune,3740,2,0.2,0.0,Online,Cash
804,2024-09-26,2859,364,Grocery,Daily Essentials,West,Pune,795,1,0.0,159.0,Offline,Net Banking
805,2024-09-01,4704,393,Electronics,Mobile,South,Bangalore,1314,1,0.05,197.1,Online,Net Banking
806,2024-09-27,1563,122,Grocery,Beverages,East,Bhubaneswar,1920,4,0.05,288.0,Online,Credit Card
807,2024-10-29,4625,377,Grocery,Daily Essentials,East,Patna,2211,3,0.2,0.0,Online,Credit Card
808,2024-01-13,3693,447,Clothing,Women,West,Pune,1160,1,0.2,0.0,Online,UPI
809,2023-12-19,4216,135,Electronics,Laptop,South,Chennai,1020,2,0.05,153.0,Offline,Credit Card
810,2024-12-10,3318,271,Grocery,Daily Essentials,West,Ahmedabad,5532,3,0.2,0.0,Offline,Cash
811,2023-02-13,3616,214,Electronics,Laptop,East,Kolkata,2196,4,0.0,439.2,Online,Cash
812,2023-12-06,1754,103,Grocery,Daily Essentials,South,Bangalore,2080,4,0.15,104.0,Offline,UPI
813,2023-04-28,1796,423,Electronics,Accessories,North,Chandigarh,1390,2,0.15,69.5,Offline,UPI
814,2023-06-28,3944,189,Furniture,Table,North,Delhi,3826,2,0.1,382.6,Offline,Net Banking
815,2023-06-30,1085,446,Furniture,Chair,South,Bangalore,5895,3,0.0,1179.0,Online,Cash
816,2024-04-12,3707,187,Furniture,Table,North,Chandigarh,1714,2,0.1,171.4,Offline,UPI
817,2023-07-16,2302,406,Furniture,Chair,North,Delhi,4370,5,0.1,437.0,Offline,Credit Card
818,2023-10-29,1218,422,Furniture,Storage,North,Lucknow,1542,2,0.05,231.3,Offline,Credit Card
819,2024-11-10,3083,298,Electronics,Laptop,West,Mumbai,1160,5,0.05,174.0,Offline,Cash
820,2024-01-18,3931,353,Clothing,Kids,West,Mumbai,7610,5,0.15,380.5,Offline,Debit Card
821,2023-08-13,2621,211,Electronics,Mobile,West,Ahmedabad,2050,2,0.05,307.5,Offline,Cash
822,2023-09-18,4078,143,Furniture,Table,West,Ahmedabad,1365,5,0.05,204.75,Offline,Cash
823,2024-06-08,2847,339,Electronics,Laptop,East,Kolkata,3940,5,0.15,197.0,Offline,Cash
824,2024-01-27,1957,235,Clothing,Women,East,Bhubaneswar,467,1,0.15,23.35,Online,Debit Card
825,2023-08-22,2475,119,Electronics,Laptop,North,Chandigarh,342,1,0.0,68.4,Online,Debit Card
826,2023-11-06,1564,485,Clothing,Women,South,Chennai,1470,3,0.2,0.0,Offline,UPI
827,2024-02-20,2933,434,Clothing,Women,East,Bhubaneswar,8255,5,0.0,1651.0,Online,Cash
828,2023-08-28,4103,339,Furniture,Table,South,Bangalore,6510,5,0.2,0.0,Offline,Debit Card
829,2024-12-15,2843,385,Furniture,Table,North,Chandigarh,2116,4,0.15,105.8,Online,Debit Card
830,2023-01-10,2391,215,Furniture,Table,South,Chennai,7036,4,0.1,703.6,Offline,Cash
831,2024-08-24,4777,171,Clothing,Women,West,Ahmedabad,1262,1,0.0,252.4,Online,Debit Card
832,2023-03-07,2944,155,Furniture,Table,West,Pune,4455,5,0.05,668.25,Offline,Net Banking
833,2023-06-25,1727,116,Clothing,Men,West,Ahmedabad,1482,1,0.2,0.0,Offline,UPI
834,2023-10-18,3701,368,Electronics,Laptop,South,Bangalore,1154,2,0.1,115.4,Online,Cash
835,2023-12-01,1453,166,Electronics,Mobile,North,Chandigarh,3600,4,0.05,540.0,Offline,Cash
836,2023-07-30,1650,409,Furniture,Chair,North,Chandigarh,2955,3,0.15,147.75,Offline,Net Banking
837,2023-07-26,1262,304,Grocery,Beverages,South,Chennai,392,1,0.15,19.6,Online,Net Banking
838,2024-04-18,2179,430,Grocery,Beverages,East,Patna,900,5,0.0,180.0,Offline,Debit Card
839,2023-09-13,4003,321,Furniture,Table,East,Bhubaneswar,3886,2,0.2,0.0,Offline,Cash
840,2024-12-16,2121,421,Electronics,Laptop,South,Chennai,590,1,0.05,88.5,Offline,UPI
841,2023-05-05,3066,492,Grocery,Daily Essentials,South,Hyderabad,768,3,0.0,153.6,Offline,Cash
842,2024-06-02,1299,427,Clothing,Men,West,Mumbai,1046,1,0.0,209.2,Offline,Cash
843,2024-02-11,1469,463,Grocery,Snacks,East,Patna,121,1,0.1,12.1,Online,Debit Card
844,2023-03-26,3922,324,Grocery,Snacks,West,Pune,7225,5,0.05,1083.75,Online,Cash
845,2024-09-13,1508,373,Furniture,Chair,East,Kolkata,462,1,0.1,46.2,Offline,Credit Card
846,2023-10-07,1728,210,Electronics,Accessories,North,Lucknow,2004,2,0.1,200.4,Online,Net Banking
847,2024-06-19,2818,126,Electronics,Accessories,South,Hyderabad,899,1,0.1,89.9,Online,UPI
848,2023-09-02,2727,114,Furniture,Table,West,Mumbai,574,2,0.0,114.8,Online,Debit Card
849,2023-04-09,1180,312,Electronics,Mobile,South,Chennai,3164,2,0.05,474.6,Online,Debit Card
850,2023-08-01,1494,218,Furniture,Storage,East,Patna,4545,5,0.15,227.25,Online,UPI
851,2024-02-16,1871,334,Furniture,Chair,East,Bhubaneswar,372,3,0.15,18.6,Online,UPI
852,2023-03-10,4143,406,Clothing,Men,East,Patna,1882,2,0.1,188.2,Offline,UPI
853,2023-11-29,2360,189,Electronics,Accessories,South,Hyderabad,5952,4,0.05,892.8,Offline,Cash
854,2024-08-22,3623,479,Electronics,Accessories,North,Chandigarh,3532,4,0.2,0.0,Online,Net Banking
855,2023-05-08,4101,224,Electronics,Accessories,North,Delhi,1752,3,0.15,87.6,Online,UPI
856,2023-07-26,3629,119,Grocery,Beverages,South,Hyderabad,1738,2,0.05,260.7,Online,Net Banking
857,2023-10-12,3133,312,Clothing,Men,West,Ahmedabad,4254,3,0.0,850.8,Offline,UPI
858,2023-09-06,4713,440,Clothing,Women,South,Chennai,2408,2,0.0,481.6,Online,Credit Card
859,2024-03-28,1286,198,Clothing,Men,West,Ahmedabad,232,1,0.15,11.6,Online,Credit Card
860,2024-08-29,1967,359,Electronics,Mobile,South,Bangalore,9010,5,0.05,1351.5,Online,Cash
861,2023-07-22,3481,227,Furniture,Storage,West,Pune,1936,2,0.05,290.4,Offline,Debit Card
862,2024-05-07,2547,185,Furniture,Table,West,Ahmedabad,836,1,0.15,41.8,Offline,Cash
863,2024-05-08,2750,142,Grocery,Snacks,West,Ahmedabad,1660,1,0.15,83.0,Offline,Net Banking
864,2024-01-25,2160,292,Furniture,Table,South,Chennai,2904,4,0.15,145.2,Offline,UPI
865,2023-06-08,4529,356,Grocery,Snacks,East,Kolkata,216,2,0.0,43.2,Offline,Cash
866,2024-01-18,3625,401,Grocery,Daily Essentials,West,Pune,4408,4,0.1,440.8,Online,Cash
867,2023-06-16,4920,230,Grocery,Daily Essentials,North,Delhi,3324,2,0.15,166.2,Offline,Net Banking
868,2023-03-01,4013,226,Clothing,Kids,West,Ahmedabad,7988,4,0.15,399.4,Online,Cash
869,2024-11-12,2865,448,Electronics,Accessories,North,Chandigarh,1270,2,0.2,0.0,Online,Debit Card
870,2023-04-30,2628,461,Furniture,Chair,South,Chennai,1419,1,0.15,70.95,Online,Net Banking
871,2023-09-16,3697,295,Furniture,Table,South,Hyderabad,3375,3,0.2,0.0,Offline,Cash
872,2023-10-03,3863,257,Clothing,Men,North,Delhi,3264,2,0.15,163.2,Online,Credit Card
873,2024-12-14,3680,247,Electronics,Mobile,West,Mumbai,4700,4,0.15,235.0,Offline,Credit Card
874,2023-05-18,3058,156,Furniture,Storage,South,Hyderabad,2192,2,0.05,328.8,Offline,Net Banking
875,2023-07-07,2805,420,Furniture,Chair,South,Bangalore,1262,2,0.15,63.1,Online,Credit Card
876,2023-05-08,1121,399,Electronics,Laptop,North,Chandigarh,693,3,0.1,69.3,Online,Cash
877,2023-03-04,3725,398,Electronics,Mobile,West,Ahmedabad,4917,3,0.0,983.4,Online,UPI
878,2024-09-09,4817,348,Electronics,Laptop,South,Chennai,8295,5,0.1,829.5,Offline,Debit Card
879,2023-12-18,4854,284,Clothing,Kids,West,Pune,5316,3,0.05,797.4,Offline,Cash
880,2023-01-04,3970,171,Clothing,Men,North,Chandigarh,7528,4,0.15,376.4,Online,Net Banking
881,2023-09-12,3810,437,Clothing,Kids,North,Lucknow,3075,3,0.2,0.0,Offline,Net Banking
882,2024-10-15,4577,123,Furniture,Chair,West,Ahmedabad,402,3,0.1,40.2,Offline,Cash
883,2024-09-19,4846,343,Grocery,Beverages,South,Chennai,813,1,0.15,40.65,Online,Cash
884,2023-05-27,4214,466,Furniture,Storage,East,Patna,9470,5,0.2,0.0,Online,Credit Card
885,2024-07-15,4911,159,Clothing,Kids,West,Mumbai,1776,4,0.15,88.8,Offline,Net Banking
886,2024-11-06,3931,114,Furniture,Chair,South,Bangalore,316,1,0.15,15.8,Online,Debit Card
887,2023-09-21,3725,169,Furniture,Storage,West,Pune,7752,4,0.0,1550.4,Offline,UPI
888,2023-12-18,3678,428,Electronics,Accessories,East,Kolkata,7856,4,0.15,392.8,Offline,Credit Card
889,2023-03-31,4033,403,Electronics,Laptop,South,Hyderabad,282,1,0.1,28.2,Online,UPI
890,2024-08-13,3416,374,Clothing,Women,East,Kolkata,736,1,0.0,147.2,Online,Cash
891,2023-05-10,3419,213,Clothing,Kids,West,Pune,7295,5,0.2,0.0,Online,Cash
892,2023-05-29,3047,448,Grocery,Beverages,North,Lucknow,5442,3,0.05,816.3,Offline,Credit Card
893,2023-11-24,2120,461,Electronics,Accessories,East,Kolkata,3384,3,0.0,676.8,Offline,Credit Card
894,2023-12-08,4473,475,Grocery,Snacks,West,Pune,3590,2,0.05,538.5,Online,UPI
895,2024-11-06,2606,272,Grocery,Beverages,South,Hyderabad,288,2,0.2,0.0,Offline,Cash
896,2024-06-24,3871,380,Grocery,Snacks,East,Bhubaneswar,2034,3,0.05,305.1,Offline,UPI
897,2023-11-08,3364,170,Electronics,Accessories,South,Hyderabad,5760,4,0.05,864.0,Offline,Cash
898,2023-07-20,1417,447,Furniture,Chair,East,Kolkata,841,1,0.2,0.0,Online,Cash
899,2023-04-09,4870,126,Furniture,Chair,West,Ahmedabad,3210,3,0.05,481.5,Online,Net Banking
900,2024-10-04,1486,223,Grocery,Snacks,East,Patna,2404,4,0.0,480.8,Offline,Cash
901,2024-01-20,4542,432,Furniture,Storage,East,Patna,1692,1,0.15,84.6,Offline,Debit Card
902,2023-04-30,3627,442,Electronics,Mobile,West,Pune,349,1,0.15,17.45,Online,UPI
903,2023-07-05,2222,392,Electronics,Accessories,West,Pune,4364,4,0.15,218.2,Online,UPI
904,2024-12-18,4348,374,Furniture,Table,East,Kolkata,906,1,0.2,0.0,Offline,UPI
905,2024-09-05,2831,260,Electronics,Mobile,North,Delhi,220,2,0.2,0.0,Online,UPI
906,2023-06-15,4487,485,Furniture,Storage,South,Chennai,1251,1,0.1,125.1,Online,UPI
907,2024-07-11,2017,253,Clothing,Women,North,Lucknow,1932,2,0.0,386.4,Online,Net Banking
908,2024-08-13,3140,280,Grocery,Snacks,East,Patna,6092,4,0.1,609.2,Online,UPI
909,2023-05-26,4921,168,Electronics,Mobile,North,Delhi,5559,3,0.05,833.85,Online,Net Banking
910,2024-09-29,2044,233,Furniture,Storage,East,Bhubaneswar,1008,4,0.2,0.0,Offline,Credit Card
911,2024-11-23,3195,204,Electronics,Laptop,West,Pune,6088,4,0.05,913.2,Online,Debit Card
912,2024-11-04,2719,178,Clothing,Kids,South,Chennai,6690,5,0.05,1003.5,Offline,Cash
913,2023-10-04,3801,380,Furniture,Chair,West,Mumbai,1188,1,0.0,237.6,Offline,UPI
914,2023-12-08,2120,105,Electronics,Laptop,East,Patna,1197,3,0.05,179.55,Online,Cash
915,2023-06-29,3411,350,Electronics,Mobile,South,Hyderabad,7955,5,0.1,795.5,Online,Net Banking
916,2023-10-05,1699,262,Clothing,Kids,East,Patna,1510,5,0.0,302.0,Offline,Credit Card
917,2024-08-29,3812,362,Grocery,Beverages,East,Patna,1260,2,0.0,252.0,Online,Credit Card
918,2024-10-16,3777,411,Clothing,Men,South,Hyderabad,4644,3,0.05,696.6,Offline,Cash
919,2024-05-29,3132,467,Clothing,Women,South,Hyderabad,1992,3,0.15,99.6,Online,Debit Card
920,2023-04-03,4870,147,Grocery,Beverages,North,Chandigarh,257,1,0.05,38.55,Online,Net Banking
921,2024-05-19,4819,474,Clothing,Kids,North,Delhi,968,1,0.2,0.0,Online,Cash
922,2023-01-15,3925,317,Electronics,Laptop,West,Ahmedabad,2445,5,0.0,489.0,Offline,Credit Card
923,2024-11-21,1716,138,Grocery,Snacks,North,Lucknow,9750,5,0.05,1462.5,Offline,Credit Card
924,2024-01-24,2384,447,Grocery,Beverages,East,Kolkata,1728,2,0.0,345.6,Online,Net Banking
925,2023-10-28,4022,423,Clothing,Women,North,Chandigarh,1608,3,0.0,321.6,Offline,Credit Card
926,2024-09-24,1024,415,Electronics,Laptop,East,Patna,868,4,0.1,86.8,Offline,Debit Card
927,2023-12-25,1036,151,Electronics,Mobile,East,Bhubaneswar,1846,2,0.1,184.6,Offline,Cash
928,2023-05-07,4151,436,Furniture,Table,South,Bangalore,456,4,0.05,68.4,Offline,Credit Card
929,2024-01-09,3197,237,Clothing,Women,West,Pune,7708,4,0.05,1156.2,Online,Cash
930,2024-03-20,1453,197,Furniture,Table,West,Mumbai,835,1,0.05,125.25,Offline,UPI
931,2023-12-06,4884,345,Grocery,Daily Essentials,South,Hyderabad,428,1,0.05,64.2,Offline,UPI
932,2023-05-11,3055,471,Grocery,Daily Essentials,West,Pune,4914,3,0.15,245.7,Offline,Credit Card
933,2023-06-09,4143,450,Electronics,Mobile,North,Delhi,3372,3,0.0,674.4,Online,UPI
934,2024-05-06,1338,489,Electronics,Laptop,East,Bhubaneswar,2031,3,0.15,101.55,Offline,Credit Card
935,2023-10-15,3871,226,Furniture,Chair,South,Chennai,1869,1,0.1,186.9,Offline,Credit Card
936,2024-05-29,4501,402,Electronics,Accessories,West,Ahmedabad,2355,5,0.05,353.25,Online,Credit Card
937,2023-10-08,1072,415,Grocery,Snacks,North,Delhi,798,2,0.15,39.9,Online,UPI
938,2023-11-10,2745,345,Grocery,Daily Essentials,North,Chandigarh,1108,2,0.1,110.8,Online,Net Banking
939,2023-04-23,4862,279,Electronics,Laptop,West,Ahmedabad,2532,3,0.1,253.2,Offline,Credit Card
940,2023-01-01,1868,246,Furniture,Chair,East,Kolkata,1452,1,0.1,145.2,Offline,Debit Card
941,2024-05-18,1456,149,Furniture,Table,North,Chandigarh,2352,3,0.1,235.2,Online,Net Banking
942,2024-01-06,2522,221,Clothing,Kids,South,Hyderabad,5915,5,0.2,0.0,Offline,Credit Card
943,2024-10-06,3402,435,Electronics,Mobile,West,Mumbai,1730,5,0.0,346.0,Online,Credit Card
944,2024-09-25,4117,203,Electronics,Accessories,West,Mumbai,2151,3,0.15,107.55,Online,UPI
945,2024-12-29,4994,277,Grocery,Daily Essentials,South,Bangalore,5775,3,0.2,0.0,Offline,Cash
946,2024-03-05,1683,406,Electronics,Laptop,North,Chandigarh,5655,5,0.0,1131.0,Offline,Credit Card
947,2023-07-14,4564,362,Electronics,Accessories,East,Kolkata,4452,4,0.2,0.0,Online,Credit Card
948,2024-02-04,1847,194,Grocery,Daily Essentials,West,Ahmedabad,5372,4,0.1,537.2,Online,Credit Card
949,2024-04-11,2060,255,Electronics,Accessories,South,Chennai,7745,5,0.2,0.0,Online,Debit Card
950,2023-08-18,2195,120,Electronics,Mobile,East,Patna,1192,1,0.05,178.8,Online,Debit Card
951,2023-09-12,1005,432,Electronics,Accessories,South,Hyderabad,2388,2,0.0,477.6,Offline,Net Banking
952,2024-07-16,2672,413,Electronics,Accessories,East,Bhubaneswar,4734,3,0.05,710.1,Offline,Debit Card
953,2023-08-13,4979,108,Electronics,Laptop,North,Lucknow,1383,3,0.1,138.3,Online,Cash
954,2023-08-14,3382,422,Furniture,Table,East,Patna,1950,3,0.05,292.5,Offline,Credit Card
955,2023-06-01,1743,335,Grocery,Beverages,West,Mumbai,1164,4,0.15,58.2,Online,Credit Card
956,2023-07-04,1667,190,Grocery,Daily Essentials,South,Chennai,429,3,0.1,42.9,Offline,Net Banking
957,2024-03-12,1410,470,Furniture,Chair,South,Bangalore,2062,2,0.15,103.1,Online,UPI
958,2023-04-23,1541,227,Grocery,Snacks,North,Chandigarh,1663,1,0.0,332.6,Online,Debit Card
959,2023-04-19,4492,462,Electronics,Mobile,South,Chennai,8035,5,0.1,803.5,Online,Credit Card
960,2023-11-11,1998,128,Grocery,Snacks,South,Hyderabad,3240,3,0.05,486.0,Offline,Net Banking
961,2024-07-11,4630,312,Electronics,Mobile,North,Delhi,930,3,0.2,0.0,Online,UPI
962,2024-01-30,1925,450,Furniture,Table,South,Bangalore,1646,2,0.1,164.6,Offline,UPI
963,2023-04-15,3521,270,Electronics,Mobile,West,Mumbai,2493,3,0.0,498.6,Online,Debit Card
964,2024-03-14,1742,447,Furniture,Chair,North,Delhi,3925,5,0.2,0.0,Offline,Credit Card
965,2023-04-17,3710,288,Clothing,Women,East,Patna,5928,3,0.15,296.4,Offline,UPI
966,2023-06-01,4336,134,Furniture,Table,North,Delhi,4056,4,0.15,202.8,Online,Net Banking
967,2023-04-03,4143,297,Clothing,Men,West,Ahmedabad,1083,3,0.05,162.45,Offline,Debit Card
968,2024-02-28,1566,434,Grocery,Daily Essentials,West,Pune,8625,5,0.1,862.5,Online,Cash
969,2024-06-30,4364,217,Grocery,Daily Essentials,West,Ahmedabad,4760,4,0.2,0.0,Offline,UPI
